similarity,counts,sequence
-49.6996504308505,73,0 6 0 5 2 7 2 5 2 1 13 12 0 14 11 1 3
-65.2413487854471,72,0 6 5 2 7 2 5 2 1 13 12 0 11 14 1 3
-61.80337817963749,61,0 6 0 5 2 7 2 5 2 1 13 12 0 11 14 1 3
-49.702800002699206,60,0 6 0 7 2 5 2 5 2 1 13 12 0 14 11 1 3
-65.24601203366115,53,0 6 7 2 5 2 5 2 1 13 12 0 11 14 1 3
-52.46985496549709,53,0 6 7 2 5 2 5 2 1 13 12 0 14 11 1 3
-30.770098560759482,52,0 7 2 0 5 2 0 5 2 1 6 1 4 3
-65.25033472365409,52,0 6 5 2 5 2 7 2 1 13 12 0 11 14 1 3
-52.465191717283055,52,0 6 5 2 7 2 5 2 1 13 12 0 14 11 1 3
-49.70816342494132,50,0 6 0 5 2 5 2 7 2 1 13 12 0 14 11 1 3
-61.81189117372831,45,0 6 0 5 2 5 2 7 2 1 13 12 0 11 14 1 3
-30.633765104585343,44,0 5 2 0 7 2 0 5 2 1 6 1 4 3
-61.80652775148618,44,0 6 0 7 2 5 2 5 2 1 13 12 0 11 14 1 3
-30.598327388706945,40,0 5 2 0 5 2 0 7 2 1 6 1 4 3
-32.327748514584464,39,0 5 2 0 5 2 0 7 2 1 6 4 3
-52.47417765549004,32,0 6 5 2 5 2 7 2 1 13 12 0 14 11 1 3
-32.51097109810717,28,0 7 2 0 5 2 0 5 2 1 6 4 3
-32.59429377744346,21,0 5 2 0 7 2 0 5 2 6 1 4 3
-49.80537045689427,18,0 6 5 2 7 2 1 5 2 1 13 12 0 14 11 1 3
-61.92071580110057,17,0 6 7 2 5 2 1 5 2 1 13 12 0 11 14 1 3
-49.816988052313576,16,0 6 7 2 5 2 1 5 2 1 13 12 0 14 11 1 3
-32.5675558654378,16,0 5 2 0 5 2 0 7 2 6 1 4 3
-32.36554874485476,16,0 5 2 0 7 2 0 5 2 1 6 4 3
-32.739716130695875,14,0 7 2 0 5 2 0 5 2 6 1 4 3
-47.31109729780278,14,0 6 0 5 2 7 2 1 5 2 1 13 12 0 14 11 1 3
-58.80963865915042,14,0 6 0 5 2 7 2 1 5 2 1 13 12 0 11 14 1 3
-34.96938900743829,13,0 5 2 0 5 2 0 7 2 1 6 1
-35.165698918355474,13,0 7 2 0 5 2 0 5 2 1 6 1
-49.79337616067114,12,0 6 7 2 1 5 2 5 2 1 13 12 0 14 11 1 3
-61.89710390945813,12,0 6 7 2 1 5 2 5 2 1 13 12 0 11 14 1 3
-65.22243916881821,12,6 0 5 2 5 2 7 2 1 13 12 0 11 14 1 3
-65.21677777867374,12,6 0 7 2 5 2 5 2 1 13 12 0 11 14 1 3
-37.51252110434096,11,0 7 2 0 5 2 0 5 2 1 6
-47.29849788625444,11,0 6 0 7 2 1 5 2 5 2 1 13 12 0 14 11 1 3
-81.73903333572572,10,0 6 0 5 2 7 2 5 2 1 13 12 0 11 14 1 3 10
-37.30111043104554,10,0 5 2 0 5 2 0 7 2 1 6
-58.81947054466239,10,0 6 0 7 2 5 2 1 5 2 1 13 12 0 11 14 1 3
-47.320929183314746,10,0 6 0 7 2 5 2 1 5 2 1 13 12 0 14 11 1 3
-95.33365619468395,9,0 6 5 2 7 2 5 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-27.691095449721693,9,0 6 0 5 2 7 2 5 2 1 9 8 4 9 3
-37.6086626574213,9,0 5 2 0 7 2 0 5 2 6 1
-52.437296162447176,8,6 0 5 2 7 2 5 2 1 13 12 0 14 11 1 3
-37.62041252276001,8,0 6 0 7 2 5 2 5 2 1 12 13 0 14 11 1 3
-33.21321932628887,8,6 0 1 7 2 5 2 5 2 3 4 3
-52.44628210065417,8,6 0 5 2 5 2 7 2 1 13 12 0 14 11 1 3
-52.4406207105097,8,6 0 7 2 5 2 5 2 1 13 12 0 14 11 1 3
-82.1583257209399,8,0 6 5 2 7 2 5 2 1 13 12 0 11 14 1
-65.21345323061122,7,6 0 5 2 7 2 5 2 1 13 12 0 11 14 1 3
-58.79703924760209,7,0 6 0 7 2 1 5 2 5 2 1 13 12 0 11 14 1 3
-70.24348406763434,7,0 6 0 7 2 5 2 5 2 1 13 12 0 14 11 1 3 10
-28.088937089194122,7,0 6 5 2 5 2 7 2 1 8 9 8 4 9 3
-35.00988925415646,7,0 5 2 0 7 2 0 5 2 1 6 1
-52.49670349482939,6,0 6 5 2 5 2 7 2 1 12 13 0 11 14 1 3
-61.909098205681275,6,0 6 5 2 7 2 1 5 2 1 13 12 0 11 14 1 3
-73.94599319370262,6,0 6 7 2 5 2 5 2 1 13 12 0 14 11 1 3 10
-37.34472608135741,6,0 5 2 0 7 2 0 5 2 1 6
-88.14969092096207,6,0 6 7 2 5 2 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-49.72414027154699,6,0 6 0 7 2 5 2 5 2 1 12 13 0 11 14 1 3
-68.63556755863989,6,0 6 7 2 5 2 5 2 1 13 12 0 14 11 1
-109.70945597348893,6,0 6 7 2 5 2 5 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-68.63063000170739,6,0 6 5 2 7 2 5 2 1 13 12 0 14 11 1
-77.59851063437605,6,0 6 0 5 2 5 2 7 2 1 13 12 0 11 14 1
-33.181978803195605,6,6 0 1 5 2 7 2 5 2 3 4 3
-28.080509599285246,6,0 6 5 2 7 2 5 2 1 8 9 8 4 9 3
-37.77645768040485,5,0 7 2 0 5 2 0 5 2 6 1
-64.81669217606753,5,0 6 0 7 2 5 2 5 2 1 13 12 0 14 11 1
-82.1678402437473,5,0 6 5 2 5 2 7 2 1 13 12 0 11 14 1
-95.3387107849254,5,0 6 5 2 5 2 7 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 11 14 1 3
-73.95008837369593,5,0 6 5 2 5 2 7 2 1 13 12 0 14 11 1 3 10
-92.442330469847,5,0 6 0 5 2 7 2 5 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-95.33871078492538,5,0 6 5 2 5 2 7 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-95.33627927180436,5,0 6 7 2 5 2 5 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-102.52529913576763,5,0 6 5 2 5 2 7 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-92.442330469847,5,0 6 0 5 2 7 2 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 11 14 1 3
-29.86171068134006,5,1 6 1 0 5 2 0 7 2 0 5 2 8 4 3
-29.603126493980977,5,0 6 0 5 2 7 2 5 2 1 4 3 10 3
-92.44414385969928,5,0 6 0 7 2 5 2 5 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-49.76568055068308,5,6 0 7 2 1 5 2 5 2 1 13 12 0 14 11 1 3
-33.20538463617383,5,6 0 1 5 2 5 2 7 2 3 4 3
-102.52286762264664,5,0 6 7 2 5 2 5 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-28.154741552146795,5,0 6 7 2 5 2 5 2 1 8 9 8 4 9 3
-32.04750140714862,5,0 7 2 0 5 2 1 6 5 2 1 4 3
-39.71622373667239,5,0 6 7 2 5 2 5 2 1 12 13 0 14 11 1 3
-99.41295680597058,5,0 6 0 7 2 5 2 5 2 1 13 12 0 14 11 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-29.429370840268827,5,0 6 5 2 5 2 7 2 1 9 8 4 9 3
-30.495945790247436,5,0 5 2 0 5 2 0 7 2 1 6 8 4 3
-88.14706784384168,4,0 6 5 2 7 2 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-30.667716962299966,4,0 7 2 0 5 2 0 5 2 1 6 8 4 3
