similarity,counts,sequence
-15.140986793217175,90,6 0 1 7 2 5 2 5 2 4 3 18 1 3
-15.113651335510564,67,6 0 1 5 2 7 2 5 2 4 3 18 1 3
-15.134131439366513,67,6 0 1 5 2 5 2 7 2 4 3 18 1 3
-0.9030819588381944,36,6 0 1 7 2 5 2 5 2 10 4 3 18 1 3
-0.8953415381233715,33,6 0 1 5 2 7 2 5 2 10 4 3 18 1 3
-1.1375919992224328,25,6 0 1 7 2 5 2 5 2 8 9 8 9 8 9 8 4 3 18 1 3
-1.0976846794007908,22,6 0 1 5 2 5 2 7 2 8 9 8 9 8 9 8 4 3 18 1 3
-0.9372880264759064,22,6 0 1 5 2 5 2 7 2 10 4 3 18 1 3
-1.080155332916475,21,6 0 1 5 2 7 2 5 2 8 9 8 9 8 9 4 3 18 1 3
-1.079799130976751,21,6 0 1 5 2 5 2 7 2 8 9 8 9 8 9 4 3 18 1 3
-1.0889999924301268,20,6 0 1 7 2 5 2 5 2 8 9 8 9 8 9 8 9 8 4 3 18 1 3
-1.0339985295885723,18,6 0 1 5 2 5 2 7 2 8 9 8 9 8 9 8 9 4 3 18 1 3
-1.0980253942996574,17,6 0 1 5 2 7 2 5 2 8 9 8 9 8 9 8 4 3 18 1 3
-1.1215204198811948,16,6 0 1 7 2 5 2 5 2 8 9 8 9 8 9 4 3 18 1 3
-1.0722430444176458,16,6 0 1 7 2 5 2 5 2 8 9 8 9 8 9 8 9 4 3 18 1 3
-1.0522852581942164,15,6 0 1 5 2 5 2 7 2 8 9 8 9 8 9 8 9 8 4 3 18 1 3
-1.0525987159011734,14,6 0 1 5 2 7 2 5 2 8 9 8 9 8 9 8 9 8 4 3 18 1 3
-23.837141738002767,13,6 0 1 5 2 5 2 7 2 8 9 8 9 8 9 4 3 15
-21.779654870822267,13,6 0 1 7 2 5 2 5 2 8 9 8 9 8 9 8 4 3 15 3
-1.0343250480333193,12,6 0 1 5 2 7 2 5 2 8 9 8 9 8 9 8 9 4 3 18 1 3
-22.702065336069644,12,6 0 1 5 2 5 2 7 2 8 9 8 9 8 9 4 3 15 3
-24.64852622711215,12,6 0 1 5 2 5 2 7 2 9 8 9 10 4 3 15 3
-0.9188183859168424,12,0 6 7 2 5 2 5 2 1 9 8 9 4 3 18 1 3
-0.7814988552233537,11,0 6 0 5 2 7 2 5 2 1 9 8 10 4 3 18 1 3
-0.727385562851172,11,6 0 1 5 2 7 2 5 2 9 8 9 10 4 3 18 1 3
-26.15506086317409,11,0 6 0 5 2 5 2 7 2 1 9 8 4 3 15 3
-23.43433959918325,10,6 0 1 7 2 5 2 5 2 10 9 8 9 10 4 3 15 3
-0.9185586405264586,10,0 6 5 2 5 2 7 2 1 9 8 9 4 3 18 1 3
-21.738289783857557,10,6 0 1 5 2 7 2 5 2 8 9 8 9 8 9 8 4 3 15 3
-22.702438500006494,9,6 0 1 5 2 7 2 5 2 8 9 8 9 8 9 4 3 15 3
-25.98140057463039,9,6 0 1 7 2 5 2 5 2 9 8 10 4 3 15 3
-26.023522199290266,9,6 0 1 5 2 5 2 7 2 9 8 10 4 3 15 3
-1.0986274622015717,9,6 0 1 7 2 5 2 1 5 2 8 9 8 9 8 9 8 9 8 4 3 18 1 3
-24.60862153006595,9,6 0 1 7 2 5 2 5 2 9 8 9 10 4 3 15 3
-0.7414187574509471,9,0 6 0 5 2 5 2 7 2 1 9 8 9 10 4 3 18 1 3
-0.8292748982061461,8,0 6 7 2 5 2 5 2 1 9 8 10 4 3 18 1 3
-24.660897251844048,8,0 6 0 5 2 5 2 7 2 1 9 8 9 10 4 3 15
-0.7405063079123713,8,0 6 0 7 2 5 2 5 2 1 9 8 9 10 4 3 18 1 3
-21.73793358191783,8,6 0 1 5 2 5 2 7 2 8 9 8 9 8 9 8 4 3 15 3
-0.937016019008397,8,0 6 0 5 2 5 2 7 2 1 9 8 4 3 18 1 3
-23.904844448025397,7,0 6 0 7 2 5 2 5 2 1 8 9 8 9 4 3 15 3
-0.8124004426974091,7,6 0 1 5 2 5 2 7 2 9 8 10 4 3 18 1 3
-1.1092983647906598,7,6 0 1 7 2 1 5 2 5 2 8 9 8 9 8 9 8 9 8 4 3 18 1 3
-26.135578074776486,7,0 6 5 2 5 2 7 2 1 9 8 9 4 3 15 3
-23.42581835041735,7,0 6 0 5 2 7 2 5 2 1 9 8 9 10 4 3 15 3
-24.607131706999866,7,6 0 1 5 2 7 2 5 2 9 8 9 10 4 3 15 3
-0.8604680003292343,7,6 0 1 7 2 5 2 5 2 9 8 9 8 9 8 4 3 18 1 3
-0.7288008947639532,7,6 0 1 7 2 5 2 5 2 9 8 9 10 4 3 18 1 3
-1.2984372107635578,7,6 0 1 5 2 7 2 5 2 8 4 3 18 1 3
-22.773420854640907,7,6 0 1 5 2 7 2 5 2 8 9 8 9 8 9 8 4 3 15
-22.816755707651573,7,6 0 1 7 2 5 2 5 2 8 9 8 9 8 9 8 4 3 15
-1.1459970911918185,7,6 0 1 7 2 5 2 1 5 2 8 9 8 9 8 9 8 4 3 18 1 3
-24.75363655510233,6,0 6 0 5 2 7 2 5 2 1 9 8 9 4 3 15 3
-0.9935220603386204,6,0 6 5 2 5 2 7 2 1 9 8 4 3 18 1 3
-22.77304769070405,6,6 0 1 5 2 5 2 7 2 8 9 8 9 8 9 8 4 3 15
-23.883035155797657,6,6 0 1 7 2 5 2 5 2 8 9 8 9 8 9 4 3 15
-0.7824943315702757,6,0 6 5 2 5 2 7 2 1 9 8 9 10 4 3 18 1 3
-26.03429061016855,6,0 6 0 5 2 7 2 5 2 1 9 8 10 4 3 15
-0.9348466466875136,6,0 6 0 5 2 7 2 5 2 1 9 8 4 3 18 1 3
-0.8290151528157624,6,0 6 5 2 5 2 7 2 1 9 8 10 4 3 18 1 3
-0.8949311477782224,6,6 0 1 5 2 5 2 7 2 9 8 9 8 9 8 4 3 18 1 3
-23.83753356013647,6,6 0 1 5 2 7 2 5 2 8 9 8 9 8 9 4 3 15
-14.345443903839927,6,6 0 1 7 2 1 5 2 5 2 4 3 18 1 3
-24.75580592742321,6,0 6 0 5 2 5 2 7 2 1 9 8 9 4 3 15 3
-0.8328767499471225,5,0 6 0 7 2 1 5 2 5 2 1 9 8 10 4 3 18 1 3
-1.1644694423859705,5,6 0 1 5 2 7 2 5 2 1 8 4 3 18 1 3
-25.97416472975502,5,6 0 1 5 2 7 2 5 2 9 8 9 10 4 3 15
-22.472289865867484,5,6 0 1 7 2 5 2 5 2 9 8 9 8 9 8 4 3 15 3
-0.7804334278654363,5,0 6 5 2 7 2 5 2 1 9 8 9 10 4 3 18 1 3
-1.0460826833429229,5,6 0 1 5 2 7 2 5 2 1 8 9 8 9 8 9 4 3 18 1 3
-0.8268457804948789,5,0 6 5 2 7 2 5 2 1 9 8 10 4 3 18 1 3
-0.99379623602847,5,0 6 7 2 5 2 5 2 1 9 8 4 3 18 1 3
-21.46570425050011,5,6 0 1 5 2 5 2 7 2 9 8 9 8 9 8 9 4 3 15 3
-0.7827410896911402,5,0 6 7 2 5 2 5 2 1 9 8 9 10 4 3 18 1 3
-1.0705973245861606,5,6 0 1 5 2 5 2 7 2 1 8 9 8 9 8 9 8 4 3 18 1 3
-0.7826016869126883,5,0 6 0 7 2 5 2 5 2 1 9 8 10 4 3 18 1 3
-24.75479743056479,5,0 6 0 7 2 5 2 5 2 1 9 8 9 4 3 15 3
-1.1052986501035746,5,6 0 1 7 2 5 2 5 2 1 8 9 8 9 8 9 4 3 18 1 3
-23.850115484652,5,0 6 0 5 2 5 2 7 2 1 8 9 8 9 4 3 15 3
