similarity,counts,sequence
-1.1923491132139563,1,0 6 0 5 2 7 2 1 11 0 14 11 0 12 13 1 8 13 11 0 14 12 1 0 11 0 14 8 12 13 11 8 1 8 13 8 12 11 0 8 14 8 1 8 4 3
-0.5739435787062687,80,0 6 0 5 2 7 2 5 2 1 8 10 4 3
-1.024909421700627,1442,0 6 0 5 2 7 2 5 2 1 10 4 3
-0.4246054304203053,156,0 6 0 7 2 5 2 5 2 1 10 9 8 9 4 3
-0.44269082538121496,164,0 6 0 5 2 7 2 5 2 1 10 9 8 9 4 3
-0.6349450112605245,23,0 6 0 7 5 2 5 2 1 10 9 8 9 4 3
-0.7350987236370898,17,0 6 7 2 5 2 1 5 2 1 10 9 8 9 4 3
-0.4463985430713213,4,0 6 7 2 5 2 1 10 9 8 9 4 3
-0.6868928863519791,35,0 6 0 7 2 5 2 1 5 2 1 10 9 8 9 4 3
-0.42500844600576826,145,0 6 0 5 2 5 2 7 2 1 10 9 8 9 4 3
-0.8936707792014195,5,0 6 0 2 5 2 7 5 2 1 10 9 8 9 4 3
-0.5272021005543452,104,0 6 0 5 2 5 2 7 2 1 10 9 8 4 3
-0.4750765242403553,67,0 6 5 2 7 2 5 2 1 10 9 8 9 4 3
-0.5459246198930535,106,0 6 0 5 2 7 2 5 2 1 10 9 8 4 3
-0.42255923255721334,113,0 6 0 5 2 5 2 7 2 1 10 9 8 9 10 4 3
-0.40719787258061296,9,0 6 0 7 2 5 2 1 10 9 8 9 4 3
-0.5988067131060252,27,0 6 0 5 2 7 2 1 5 2 1 10 9 8 4 3
-0.45635400490164707,87,0 6 5 2 5 2 7 2 1 10 9 8 9 4 3
-0.73233823113008,9,0 6 0 5 2 7 5 2 1 10 9 8 4 3
-0.4982230081362323,38,0 6 0 5 2 7 2 1 5 2 1 10 9 8 9 4 3
-0.6008068412871022,3,0 6 0 2 7 2 5 2 5 1 10 9 8 9 4 3
-0.5599340669795521,5,0 6 0 5 2 7 2 1 10 9 8 4 3
-0.6574544712420962,2,0 6 7 2 5 2 1 5 1 10 9 8 9 10 4 3
-0.5709996008540966,62,0 6 7 2 5 2 5 2 1 10 9 8 4 3
