epoch,lr,time,loss
0,3.125e-05,11:21:16,3.6089917529713023
1,6.25e-05,11:21:18,3.6013024070046167
2,0.000125,11:21:20,3.5808677023107354
3,0.00025,11:21:22,3.533747998150912
4,0.0005,11:21:25,3.363472483374856
5,0.001,11:21:27,3.0555989308790727
6,0.001,11:21:29,2.9711489894173364
7,0.001,11:21:31,2.905949505892667
8,0.001,11:21:33,2.8441094918684526
9,0.001,11:21:35,2.737849083813754
10,0.001,11:21:37,2.631665489890359
11,0.001,11:21:39,2.5100626945495605
12,0.001,11:21:41,2.3933227495713667
13,0.001,11:21:43,2.2842098366130483
14,0.001,11:21:45,2.1701415235346015
15,0.001,11:21:51,2.0657891902056607
16,0.001,11:21:53,1.961378661069003
17,0.001,11:21:55,1.8952986652200872
18,0.001,11:21:58,1.8066713593222878
19,0.001,11:22:00,1.7106226249174639
20,0.001,11:22:02,1.6240912242369219
21,0.001,11:22:04,1.5234974405982278
22,0.001,11:22:06,1.4576487107710405
23,0.001,11:22:08,1.3931580781936646
24,0.001,11:22:11,1.3131808584386653
25,0.001,11:22:13,1.2392696142196655
26,0.001,11:22:15,1.192279956557534
27,0.001,11:22:17,1.1117499633268877
28,0.001,11:22:19,1.0655329010703347
29,0.001,11:22:22,1.005481248552149
30,0.001,11:22:24,0.9625084887851368
31,0.001,11:22:26,0.9014208262616937
32,0.001,11:22:29,0.85686471787366
33,0.001,11:22:31,0.8376734961162914
34,0.001,11:22:33,0.7878105911341581
35,0.001,11:22:35,0.75548640164462
36,0.001,11:22:37,0.715691788630052
37,0.001,11:22:40,0.6845249154350974
38,0.001,11:22:42,0.6588594696738503
39,0.001,11:22:44,0.6254588582298972
40,0.001,11:22:46,0.6069532199339434
41,0.001,11:22:49,0.5724619247696616
42,0.001,11:22:51,0.5478705005212263
43,0.001,11:22:53,0.5225021216002378
44,0.001,11:22:55,0.5086227736689828
45,0.001,11:22:57,0.4859425886110826
46,0.001,11:23:00,0.45692448724399914
47,0.001,11:23:02,0.4483483271165328
48,0.001,11:23:04,0.43141869523308496
49,0.001,11:23:06,0.421490189704028
50,0.001,11:23:09,0.39958585934205487
51,0.001,11:23:11,0.3913234824484045
52,0.001,11:23:13,0.3795102455399253
53,0.001,11:23:16,0.36872848055579444
54,0.001,11:23:18,0.3510731892152266
55,0.001,11:23:20,0.34012140198187396
56,0.001,11:23:22,0.33576693589037115
57,0.001,11:23:25,0.314160328019749
58,0.001,11:23:27,0.3121791888367046
59,0.001,11:23:29,0.299197028983723
60,0.001,11:23:31,0.2926188084212216
61,0.001,11:23:33,0.2852532457221638
62,0.001,11:23:35,0.2760550867427479
63,0.001,11:23:38,0.2689928412437439
64,0.001,11:23:40,0.2630200738256628
65,0.001,11:23:42,0.26018868522210553
66,0.001,11:23:44,0.24823869900269943
67,0.001,11:23:46,0.2475539974190972
68,0.001,11:23:48,0.2535616254264658
69,0.001,11:23:51,0.24152811142531308
70,0.001,11:23:53,0.22841632637110623
71,0.001,11:23:55,0.22470848126844925
72,0.001,11:23:57,0.22488113695924933
73,0.001,11:23:59,0.21508652513677423
74,0.001,11:24:01,0.21374851058829913
75,0.001,11:24:04,0.21175305951725354
76,0.001,11:24:06,0.20101366530765186
77,0.001,11:24:08,0.20149122855880044
78,0.001,11:24:10,0.1959075372327458
79,0.001,11:24:12,0.198114121502096
80,0.001,11:24:14,0.1912503188306635
81,0.001,11:24:16,0.1947523382577029
82,0.001,11:24:18,0.18081593107093463
83,0.001,11:24:20,0.18272987685420297
84,0.001,11:24:23,0.1821476383642717
85,0.001,11:24:25,0.179435133934021
86,0.001,11:24:28,0.1772841919552196
87,0.001,11:24:30,0.1734036776152524
88,0.001,11:24:32,0.172193706035614
89,0.001,11:24:35,0.17084863646463913
90,0.001,11:24:37,0.16680890321731567
91,0.001,11:24:39,0.16887404701926492
92,0.001,11:24:41,0.16310326348651538
93,0.001,11:24:43,0.16845925423231992
94,0.001,11:24:46,0.16634228148243643
95,0.001,11:24:48,0.16230608929287305
96,0.001,11:24:50,0.16486197574572128
97,0.001,11:24:52,0.1603332988240502
98,0.001,11:24:55,0.15820807083086533
99,0.001,11:24:57,0.15599776127121665
100,0.001,11:24:59,0.15666809000752188
101,0.001,11:25:01,0.15521274371580643
102,0.001,11:25:04,0.14921837909655136
103,0.001,11:25:06,0.14940527758815073
104,0.001,11:25:08,0.1543514755639163
105,0.001,11:25:10,0.14992631700905887
106,0.001,11:25:13,0.14668272977525537
107,0.001,11:25:15,0.1452696147290143
108,0.001,11:25:17,0.14333580434322357
109,0.001,11:25:19,0.14192423766309564
110,0.001,11:25:22,0.15074254707856613
111,0.001,11:25:24,0.14287501844492825
112,0.001,11:25:26,0.14819934964179993
113,0.001,11:25:28,0.14206515388055282
114,0.001,11:25:31,0.1385624259710312
115,0.001,11:25:33,0.14459830928932538
116,0.001,11:25:35,0.14453564313325015
117,0.001,11:25:37,0.13832001388072968
118,0.001,11:25:39,0.13771620934659784
119,0.001,11:25:42,0.13756360113620758
120,0.001,11:25:44,0.13878922028975052
121,0.001,11:25:46,0.1357652016661384
122,0.001,11:25:48,0.13325726105408234
123,0.001,11:25:50,0.1325987780636007
124,0.001,11:25:53,0.13029763779856943
125,0.001,11:25:55,0.13308338075876236
126,0.001,11:25:57,0.13538792052052237
127,0.001,11:25:59,0.13353686712004922
128,0.001,11:26:01,0.129061721265316
129,0.001,11:26:03,0.1341777037490498
130,0.001,11:26:05,0.1347494748505679
131,0.001,11:26:07,0.13100262460383502
132,0.001,11:26:09,0.13084784691984003
133,0.001,11:26:12,0.1297411464832046
134,0.001,11:26:14,0.13239416547796942
135,0.001,11:26:16,0.12573417818004434
136,0.001,11:26:18,0.1306282342834906
137,0.001,11:26:20,0.1254819089716131
138,0.001,11:26:22,0.1285392174666578
139,0.001,11:26:24,0.1302811550823125
140,0.001,11:26:27,0.12525662779808044
141,0.001,11:26:29,0.1267000213265419
142,0.001,11:26:31,0.12864761460911145
143,0.001,11:26:33,0.12567205930298025
144,0.001,11:26:35,0.12429995496164668
145,0.001,11:26:37,0.12251941995187239
146,0.001,11:26:40,0.12089601700956171
147,0.001,11:26:42,0.12158304249698465
148,0.001,11:26:44,0.12494079497727481
149,0.001,11:26:47,0.12666427411816336
150,0.001,11:26:49,0.13099242475899783
151,0.001,11:26:51,0.11726039275527
152,0.001,11:26:54,0.11545549739490855
153,0.001,11:26:56,0.12160754203796387
154,0.001,11:26:58,0.12100272828882391
155,0.001,11:27:00,0.12445040859959343
156,0.001,11:27:03,0.12535618584264407
157,0.001,11:27:05,0.12206049737605182
158,0.001,11:27:07,0.12308134612711993
159,0.001,11:27:09,0.11413334479386156
160,0.001,11:27:11,0.12035872854969719
161,0.001,11:27:13,0.11916862495920875
162,0.001,11:27:15,0.12090814858675003
163,0.001,11:27:17,0.11651749773459001
164,0.001,11:27:20,0.1188440898602659
165,0.001,11:27:22,0.11803329668261787
166,0.001,11:27:24,0.11599238894202492
167,0.001,11:27:26,0.1227277395400134
168,0.001,11:27:28,0.12154955416917801
169,0.001,11:27:30,0.12142258069731972
170,0.001,11:27:32,0.11328074911778624
171,0.001,11:27:35,0.11858336424285715
172,0.001,11:27:37,0.11393176290121945
173,0.001,11:27:39,0.11989199234680696
174,0.001,11:27:41,0.12014651569453152
175,0.001,11:27:43,0.11756652729077773
176,0.001,11:27:46,0.11654065346175974
177,0.001,11:27:48,0.11687489463524385
178,0.001,11:27:50,0.11422025209123438
179,0.001,11:27:52,0.11620611629702828
180,0.001,11:27:54,0.11646560037677939
181,0.001,11:27:56,0.11892674592408267
182,0.001,11:27:58,0.11642890288071199
183,0.001,11:28:01,0.11930746923793446
184,0.001,11:28:03,0.11690171808004379
185,0.001,11:28:05,0.1183779388666153
186,0.001,11:28:07,0.11990824138576334
187,0.001,11:28:09,0.11748578941280191
188,0.001,11:28:11,0.11284479227933017
189,0.001,11:28:13,0.11310218274593353
190,0.001,11:28:15,0.11182960190556267
191,0.001,11:28:18,0.11776146224953911
192,0.001,11:28:20,0.11646066064184363
193,0.001,11:28:22,0.11379562521522696
194,0.001,11:28:24,0.11776660450480202
195,0.001,11:28:26,0.11885111372579228
196,0.001,11:28:29,0.11482198671861128
197,0.001,11:28:31,0.11660235781561244
198,0.001,11:28:33,0.10907093266194517
199,0.001,11:28:35,0.11209085312756625
200,0.001,11:28:37,0.11605735123157501
201,0.001,11:28:39,0.11032407934015448
202,0.001,11:28:41,0.11175805939869447
203,0.001,11:28:43,0.11840294707905162
204,0.001,11:28:45,0.12011631984602321
205,0.001,11:28:48,0.11263070526448163
206,0.001,11:28:50,0.11229872839017348
207,0.001,11:28:52,0.11628381704742258
208,0.001,11:28:54,0.11200258677656
209,0.001,11:28:57,0.11604319174181331
210,0.001,11:28:59,0.11490843986923044
211,0.001,11:29:02,0.1130105968226086
212,0.001,11:29:04,0.11201403764161197
213,0.001,11:29:06,0.1138882040977478
214,0.001,11:29:08,0.11259520731189034
215,0.001,11:29:11,0.110638250681487
216,0.001,11:29:13,0.1147644343701276
217,0.001,11:29:15,0.11372510140592401
218,0.001,11:29:18,0.11114186996763403
219,0.001,11:29:20,0.11409661851146004
220,0.001,11:29:22,0.11316752569241957
221,0.001,11:29:24,0.11298119547692212
222,0.001,11:29:27,0.11255002224987204
223,0.001,11:29:29,0.11206210607832129
224,0.001,11:29:31,0.1109173595905304
225,0.001,11:29:33,0.11165515604344281
226,0.001,11:29:35,0.11070958321744745
227,0.001,11:29:37,0.11448317562991922
228,0.001,11:29:40,0.11224321479147131
229,0.001,11:29:42,0.11177650703625246
230,0.001,11:29:44,0.10834151100028645
231,0.001,11:29:46,0.11385550688613545
232,0.001,11:29:49,0.10982450300996954
233,0.001,11:29:51,0.11585131558504971
234,0.001,11:29:53,0.10737178881059993
235,0.001,11:29:56,0.10947303812612187
236,0.001,11:29:58,0.11038769510659305
237,0.001,11:30:00,0.11404774676669728
238,0.001,11:30:02,0.10441653667525812
239,0.001,11:30:05,0.10797194865616885
240,0.001,11:30:07,0.10799879513003609
241,0.001,11:30:09,0.10948292978785255
242,0.001,11:30:11,0.10889949378642169
243,0.001,11:30:14,0.11295252022418109
244,0.001,11:30:16,0.11178873818029057
245,0.001,11:30:18,0.10997093943032352
246,0.001,11:30:20,0.11210332743146202
247,0.001,11:30:23,0.10999330945990303
248,0.001,11:30:25,0.10913300852883946
249,0.001,11:30:27,0.10717622326178984
250,0.001,11:30:29,0.10564778406511653
251,0.001,11:30:31,0.11069522053003311
252,0.001,11:30:33,0.1185131540352648
253,0.001,11:30:35,0.10919498381289569
254,0.001,11:30:37,0.11071651767600667
255,0.001,11:30:39,0.11006358536806973
256,0.001,11:30:42,0.11146426539529454
257,0.001,11:30:44,0.1077216470783407
258,0.001,11:30:46,0.10597839003259485
259,0.001,11:30:48,0.1077410111373121
260,0.001,11:30:50,0.10951349342411215
261,0.001,11:30:52,0.11067573252049359
262,0.001,11:30:54,0.10731492665680972
263,0.001,11:30:56,0.10985352843999863
264,0.001,11:30:58,0.11354201151566072
265,0.001,11:31:00,0.1099027307196097
266,0.001,11:31:02,0.10562739318067377
267,0.001,11:31:05,0.10596173730763522
268,0.001,11:31:07,0.10731820626692339
269,0.001,11:31:09,0.10988905213095924
270,0.001,11:31:11,0.10478818992322142
271,0.001,11:31:14,0.10761499540372328
272,0.001,11:31:16,0.1093889752572233
273,0.001,11:31:18,0.11283990469845859
274,0.001,11:31:20,0.10765030641447414
275,0.001,11:31:22,0.10983574051748622
276,0.001,11:31:24,0.10755605115131898
277,0.001,11:31:26,0.11134075373411179
278,0.001,11:31:29,0.10650861263275146
279,0.001,11:31:31,0.10332176427949559
280,0.001,11:31:33,0.10716717012903908
281,0.001,11:31:35,0.11130231822078879
282,0.001,11:31:37,0.10623601553114978
