epoch,lr,time,loss
0,3.125e-05,21:41:36,3.6133134365081787
1,6.25e-05,21:41:36,3.6108131408691406
2,0.000125,21:41:37,3.6060659090677896
3,0.00025,21:41:37,3.5971147219340005
4,0.0005,21:41:38,3.5768940448760986
5,0.001,21:41:39,3.533965269724528
6,0.001,21:41:39,3.4533797899881997
7,0.001,21:41:40,3.3399067719777427
8,0.001,21:41:40,3.20638378461202
9,0.001,21:41:41,3.0888195832570395
10,0.001,21:41:41,3.0302788416544595
11,0.001,21:41:42,3.0156821409861245
12,0.001,21:41:43,2.9862000942230225
13,0.001,21:41:43,2.9810449282328286
14,0.001,21:41:44,2.9415449301401773
15,0.001,21:41:44,2.923677126566569
16,0.001,21:41:45,2.9064038594563804
17,0.001,21:41:46,2.8929012616475425
18,0.001,21:41:46,2.875065883000692
19,0.001,21:41:47,2.852691094080607
20,0.001,21:41:47,2.8353304862976074
21,0.001,21:41:48,2.8150505224863687
22,0.001,21:41:48,2.7845704555511475
23,0.001,21:41:49,2.760207732518514
24,0.001,21:41:49,2.7335526943206787
25,0.001,21:41:50,2.705297072728475
26,0.001,21:41:50,2.670100371042887
27,0.001,21:41:51,2.636509577433268
28,0.001,21:41:52,2.6034088929494223
29,0.001,21:41:52,2.5617942810058594
30,0.001,21:41:53,2.534359614054362
31,0.001,21:41:53,2.495455344518026
32,0.001,21:41:54,2.461036443710327
33,0.001,21:41:54,2.425959269205729
34,0.001,21:41:55,2.382422924041748
35,0.001,21:41:55,2.342095375061035
36,0.001,21:41:56,2.3091062704722085
37,0.001,21:41:57,2.2718824545542398
38,0.001,21:41:57,2.2362027168273926
39,0.001,21:41:58,2.206742445627848
40,0.001,21:41:58,2.1638076305389404
41,0.001,21:41:59,2.1295832792917886
42,0.001,21:41:59,2.088529189427694
43,0.001,21:42:00,2.0585176150004068
44,0.001,21:42:00,2.031096935272217
45,0.001,21:42:01,1.9936200380325317
46,0.001,21:42:02,1.9670312404632568
47,0.001,21:42:02,1.9359386761983235
48,0.001,21:42:03,1.9138749837875366
49,0.001,21:42:03,1.8765923182169597
50,0.001,21:42:04,1.844561497370402
51,0.001,21:42:04,1.8112742900848389
52,0.001,21:42:05,1.7895327806472778
53,0.001,21:42:05,1.7634354035059612
54,0.001,21:42:06,1.7310769160588582
55,0.001,21:42:06,1.7097726662953694
56,0.001,21:42:07,1.6808255513509114
57,0.001,21:42:08,1.6531616846720378
58,0.001,21:42:08,1.6314045588175456
59,0.001,21:42:09,1.6057164669036865
60,0.001,21:42:09,1.5735671917597454
61,0.001,21:42:10,1.5498495896657307
62,0.001,21:42:10,1.5301380554835002
63,0.001,21:42:11,1.5040027300516765
64,0.001,21:42:11,1.4782389402389526
65,0.001,21:42:12,1.4475206136703491
66,0.001,21:42:13,1.4225847323735554
67,0.001,21:42:13,1.3979932467142742
68,0.001,21:42:14,1.366346796353658
69,0.001,21:42:14,1.3528430859247844
70,0.001,21:42:15,1.332290530204773
71,0.001,21:42:15,1.3064087629318237
72,0.001,21:42:16,1.2879419326782227
73,0.001,21:42:16,1.251225233078003
74,0.001,21:42:17,1.238368312517802
75,0.001,21:42:17,1.213783582051595
76,0.001,21:42:18,1.2067872683207195
77,0.001,21:42:19,1.1735753615697224
78,0.001,21:42:19,1.1517811218897502
79,0.001,21:42:20,1.127709190050761
80,0.001,21:42:20,1.1070336898167927
81,0.001,21:42:21,1.0920108556747437
82,0.001,21:42:21,1.0718870560328166
83,0.001,21:42:22,1.0525799989700317
84,0.001,21:42:22,1.0387093623479207
85,0.001,21:42:23,1.0161585609118144
86,0.001,21:42:23,1.0060649315516155
87,0.001,21:42:24,0.9793410897254944
88,0.001,21:42:25,0.9608888626098633
89,0.001,21:42:25,0.9461754560470581
90,0.001,21:42:26,0.9266970356305441
91,0.001,21:42:26,0.9116051197052002
92,0.001,21:42:27,0.8973754247029623
93,0.001,21:42:27,0.8866777420043945
94,0.001,21:42:28,0.8740254441897074
95,0.001,21:42:28,0.856456995010376
96,0.001,21:42:29,0.8458569049835205
97,0.001,21:42:30,0.827808141708374
98,0.001,21:42:30,0.8121786514918009
99,0.001,21:42:31,0.8012769222259521
100,0.001,21:42:31,0.7877077062924703
101,0.001,21:42:32,0.7773185968399048
102,0.001,21:42:32,0.766222357749939
103,0.001,21:42:33,0.7514188090960184
104,0.001,21:42:33,0.7352164387702942
105,0.001,21:42:34,0.7261012593905131
106,0.001,21:42:35,0.711002508799235
107,0.001,21:42:35,0.6996480425198873
108,0.001,21:42:36,0.6850871443748474
109,0.001,21:42:36,0.6801369190216064
110,0.001,21:42:37,0.6657111843427023
111,0.001,21:42:37,0.657217820485433
112,0.001,21:42:38,0.639380931854248
113,0.001,21:42:38,0.632391611735026
114,0.001,21:42:39,0.6187623739242554
115,0.001,21:42:39,0.6072666645050049
116,0.001,21:42:40,0.6025006175041199
117,0.001,21:42:41,0.5876178542772929
118,0.001,21:42:41,0.5811851421991984
119,0.001,21:42:42,0.5678234696388245
120,0.001,21:42:42,0.5576147039731344
121,0.001,21:42:43,0.5529321829477946
122,0.001,21:42:43,0.54384446144104
123,0.001,21:42:44,0.5281452139218649
124,0.001,21:42:45,0.523645023504893
125,0.001,21:42:45,0.5130002498626709
126,0.001,21:42:46,0.5057568848133087
127,0.001,21:42:46,0.5018187661965688
128,0.001,21:42:47,0.48801812529563904
129,0.001,21:42:47,0.4827703336874644
130,0.001,21:42:48,0.47080496946970624
131,0.001,21:42:48,0.46681997179985046
132,0.001,21:42:49,0.4605405429999034
133,0.001,21:42:49,0.45412437121073407
134,0.001,21:42:50,0.4452366232872009
135,0.001,21:42:50,0.4322580893834432
136,0.001,21:42:51,0.43370217084884644
137,0.001,21:42:52,0.4240816533565521
138,0.001,21:42:52,0.4183146556218465
139,0.001,21:42:53,0.4114398757616679
140,0.001,21:42:53,0.4009905258814494
141,0.001,21:42:54,0.39886050422986347
142,0.001,21:42:54,0.3907898763815562
143,0.001,21:42:55,0.3846992750962575
144,0.001,21:42:55,0.3805953462918599
145,0.001,21:42:56,0.3738338152567546
146,0.001,21:42:56,0.3719475567340851
147,0.001,21:42:57,0.3659772276878357
148,0.001,21:42:58,0.36076353987058
149,0.001,21:42:58,0.35473884145418805
150,0.001,21:42:59,0.3497014145056407
151,0.001,21:42:59,0.3483269512653351
152,0.001,21:43:00,0.3387623926003774
153,0.001,21:43:00,0.3324429194132487
154,0.001,21:43:01,0.33167365193367004
155,0.001,21:43:02,0.3248267074426015
156,0.001,21:43:02,0.31931666533152264
157,0.001,21:43:03,0.31873829166094464
158,0.001,21:43:03,0.31201354662577313
159,0.001,21:43:04,0.30816535154978436
160,0.001,21:43:04,0.30859412749608356
161,0.001,21:43:05,0.3032468855381012
162,0.001,21:43:05,0.3000976840655009
163,0.001,21:43:06,0.29417821764945984
164,0.001,21:43:07,0.2958795130252838
165,0.001,21:43:07,0.28916927178700763
166,0.001,21:43:08,0.28927985827128094
167,0.001,21:43:08,0.2843950887521108
168,0.001,21:43:09,0.28444357713063556
169,0.001,21:43:09,0.27869964639345807
170,0.001,21:43:10,0.274613618850708
171,0.001,21:43:11,0.2732794185479482
172,0.001,21:43:11,0.2689951757589976
173,0.001,21:43:12,0.2658005853494008
174,0.001,21:43:12,0.26000108818213147
175,0.001,21:43:13,0.26195067167282104
176,0.001,21:43:13,0.25757649540901184
177,0.001,21:43:14,0.25495384136835736
178,0.001,21:43:14,0.2529309193293254
179,0.001,21:43:15,0.25005678335825604
180,0.001,21:43:16,0.25057270129521686
181,0.001,21:43:16,0.24524785578250885
182,0.001,21:43:17,0.24514712889989218
183,0.001,21:43:17,0.24037609001000723
184,0.001,21:43:18,0.239163468281428
185,0.001,21:43:18,0.24016985297203064
186,0.001,21:43:19,0.23690087099870047
187,0.001,21:43:19,0.23476727803548178
188,0.001,21:43:20,0.2333113799492518
189,0.001,21:43:21,0.23202372590700784
190,0.001,21:43:21,0.23133574922879538
191,0.001,21:43:22,0.22843978802363077
192,0.001,21:43:22,0.22451556225617728
193,0.001,21:43:23,0.223591610789299
194,0.001,21:43:23,0.22315862774848938
195,0.001,21:43:24,0.22527452806631723
196,0.001,21:43:25,0.22075447936852774
197,0.001,21:43:25,0.21938233077526093
198,0.001,21:43:26,0.22062014043331146
199,0.001,21:43:26,0.21861803034941354
200,0.001,21:43:27,0.21185779571533203
201,0.001,21:43:27,0.21481686333815256
202,0.001,21:43:28,0.21136266986529031
203,0.001,21:43:29,0.20930041372776031
204,0.001,21:43:29,0.20570759971936545
205,0.001,21:43:30,0.20641239484151205
206,0.001,21:43:30,0.20891804993152618
207,0.001,21:43:31,0.20809955894947052
208,0.001,21:43:31,0.2065439671278
209,0.001,21:43:32,0.20024321973323822
210,0.001,21:43:33,0.1990876297156016
211,0.001,21:43:33,0.20001524686813354
212,0.001,21:43:34,0.19678455094496408
213,0.001,21:43:34,0.19703078269958496
214,0.001,21:43:35,0.19640734295050302
215,0.001,21:43:35,0.19487788279851279
216,0.001,21:43:36,0.19521779318650564
217,0.001,21:43:36,0.19368690252304077
218,0.001,21:43:37,0.19040141006310782
219,0.001,21:43:38,0.19249818722407022
220,0.001,21:43:38,0.19153091311454773
221,0.001,21:43:39,0.19524707396825156
222,0.001,21:43:39,0.18875078856945038
223,0.001,21:43:40,0.1889422486225764
224,0.001,21:43:40,0.18776308000087738
